SupplierID,Product Code,Service ID,Service Type,Promotion Id,Begin Dep Date,End Dep Date,Contract From Date,Contract To Date,Days Prior,Due Date,No Nights,Amount Type,Peak Season,Cancel Amount,Supplier Confirmed,Notes,Contract Description,Consecutive Nights Dates
"CR-DR-POP-CASCOL","","*PLACEHOLDER","HTL","","23 Sep 2025","23 Dec 2025","01 May 2025","30 Oct 2026","1","","0","NIGHTS","","1","","<ul><li>23 Sep 25 - 23 Dec 25: 1 Night Penalty for Cancellations made within 1 Days Prior to Arrival</li> <li>24 Dec 25 - 30 Apr 26: 2 Night Penalty for Cancellations made within 2 Days Prior to Arrival</li> <li>Cancellation Policies may be Subject to Change by the Hotel. In the Event of Crossover or Multiple Cancellation Policies, the Stricter of the Two will Apply</li><li>No Shows: 23 Sep 25 - 23 Dec 25: 1 Night Penalty; 24 Dec 25 - 30 Apr 26: 2 Night Penalty</li> <li>Check-in Time is 3:00 PM and Check-Out Time is 1:00 PM</li></ul>","",""
