SupplierID,Product Code,Service ID,Service Type,Promotion Id,Begin Dep Date,End Dep Date,Contract From Date,Contract To Date,Days Prior,Due Date,No Nights,Amount Type,Peak Season,Cancel Amount,Supplier Confirmed,Notes,Contract Description,Consecutive Nights Dates
"MX-WM-ZIH-CALIXT","","ID-FIT*","HTL","","12 Sep 2025","02 Jan 2026","01 Mar 2025","02 Jan 2026","999","","0","NIGHTS","","1","","<ul><li>1 Night Non-Refundable Deposit at Time of Booking; 100% Penalty for Cancellations made within 4 Days Prior to Arrival</li><li>No Shows and Early Departure: 100% Penalty</li></ul>","CXLINSURANCE=INSURANCE-2",""
